EMOT|SIT
5|- PRON - feel They emtion when - PRON - enter a certanly warm in the hospital á o visit - PRON - relativ lwho de sick.
2|- PRON - help sameone to don something and be fined out.
3|when - PRON - aunt telle - PRON - angerly that - PRON - bè g goog - for - northing ens á - PRON - be feed au wiyh - PRON - behaivour.
4|ane of the great sadness ba wen - PRON - grandfather de, because á - PRON - lowe - PRON - vry mach.
1|- PRON - first kissis.
3|disscution wuith - PRON - mother Abut their wat to educate - PRON - childe. - PRON - á feek anger aginst - PRON - mother.
3|don a group assignment and be live fot do all the work and á take thre blame fore any mistaked.
3|de friend lf mind ridicule - PRON -, hel - PRON - thay - PRON - would nevers á accomplish anythiny. - PRON - feel thant - PRON - haven interfere with - PRON - lift.
4|when an uncla of mine, ho bem close do - PRON -, pass way ater á have have al stroke, befroe - PRON - first daughter dould be name.
7|[ no reponse. ]
7|tell friend aubout - PRON - nikcneme.
1|- PRON - mother along wtih some of - PRON - fiend gitf - PRON - e surprise á birthday [[pary - - PRON - invite and large numble jf - PRON - friend long á tool.
5|al a nigts club watch little tart try o earn a living.
6|the day after the nait - PRON - drink tÃ'o much At a partay.
2|one time - PRON - be injure whea - PRON - be play football at School Im á Blantyre. - PRON - bed bring to their hospital whyle - PRON - Leggings be totally á swollen. the x - ray confirm trehe be no fracture dut á collection of blood n the muscle. - PRON - fear whne - PRON - start tto á incise the swollen part with surgical blade.
3|when - PRON - use to go for - PRON - chief ask abaunt eany doult abaunt the lob á amd - PRON - du nt care, do not answer - PRON -, leaves - PRON - speak alone.
2|[[whe - PRON - neighboor ' s thouse be break into and shotting could be á ear.
3|be sexually assulte on g pus.
6|when - PRON - steal a bock it classe and the thicher cathy - PRON -, thi rest á or the clases laugh at - PRON - attent.
1|as hallyday et a whitesand desert beach. and cool nyght near the á end of summer sna - PRON - hive a fire in THER send - toest á marshmellow, cuddle and drank champagne.
7|and verry, very close friend 0f mine use to cames ou - PRON - rom to á see - PRON - and - PRON - naver bother to pay - PRON - am visint. ane day - PRON - ask á - PRON - thw reason behind this and - PRON - give - PRON - a shirt.
7|during classa one day - PRON - walk out og the clases. the á teacher notice - PRON - An decide that - PRON - would take smoe action á against - PRON -, whene - PRON - realize tis - PRON - approach - PRON - and tell - PRON - á thas - PRON - ne sorry for the incident and di not repeat - PRON -.
4|then - PRON - recive - PRON - reslt and thind out that - PRON - can nit gona to o á school of - PRON - choice.
3|at have an argument with e stange, ina the street.
6|- PRON - love purposal be term down by g ladie - PRON - really vove.
5|every timi - PRON - meet ein cirtain person. - PRON - can not gat or well á toghter, - PRON - dislike earch ohters.
1|receive a much want letter [[fron a vevy good friend wo live á abroading.
7|a friend of mine havet the sleeve of e leather coad steal from á - PRON - care. - PRON - be - PRON - HO have leve - PRON - thear foy averyone toa see.
7|ehn - PRON - fly out to - PRON - mother an makE ruge remark becase - PRON - feel á saw tense (sutdy tooo hard for en examination ).
3|- PRON - be in the library of medical psicology and wol inte Athe á rong directions. a man wh come out for I room threate - PRON - very á denigrating and - PRON - become very angry in a risist manner.
1|- PRON - jave be awawy from home for a loud time and when - PRON - come hme - PRON - á be delighted. - PRON - be wonderful to sen familiar, dear people ana á - PRON - be rejoyce ín advance. - PRON - haves se feel very lonly.
2|- PRON - fear appear in the form od jelous. - PRON - me afraid that - PRON - á gril - friend has aell in lowe wihit outher Mom, - PRON - be afraid to á lose - PRON -.
5|- PRON - by siting in a station - hall and wurth a lavatory á attendant. - PRON - be very dirty. - PRON - strat to eat something out á fi a dirty coop - - PRON - must have by something like lard. then - PRON - á take somo breadcrumb out of the pocket jf - PRON - apron and eat á - PRON -. - PRON - have to life - - PRON - feel like vomitte.
4|at rejection / be agnore by a lovem personne hold in greaat á esteem.
7|- PRON - feed Alway quilty before - PRON - parent whene - PRON - come home and haves á toa tall - PRON - - PRON - havt fail un exam.
2|when - PRON - fatyer suffer with dizziness. - PRON - yave to se á hospitalize, because the physician do dont'n now what be rong. á beause - PRON - stole be biack, - PRON - think - PRON - could me cancer.
4|whet - PRON - mother dye oin August 1978.
7|then - PRON - provoque are flight [[whit - PRON - mother, hurt - PRON - filling very á much.
1|"whev - PRON - tall at vove wish \ X \ "". overmight - PRON - feel confidence, selfz - esteem, á"
2|- PRON - bet wath - PRON - woeld junp fown from a window. - PRON - be shure tthat - PRON - á wuld jump but before - PRON - DO - PRON - - PRON - farther feed fear.
3|whev - PRON - dad tell - PRON - aout somethimg - PRON - hare do agaisnt - PRON - á moder.
3|andry with - PRON - brother, ho bem mack fan ot - PRON -, tease - PRON -.
6|wuent - PRON - firs sexnal intercourse turn out to be a flop. - PRON - se á in de panic annd end ap withouth an erection.
1|wnen - PRON - be recept for farther education, here ap the á university.
5|a man sexaully aggress am small girl in the busy but thee girl do á not dare tp sepek out.
7|- PRON - be not gppd enough TO join any team to play spor for te á clases.
3|whene jn are care jurney e fellow student crosse - PRON - way with - PRON - á own care and - PRON - have to bump ino a roadside trunk.
3|someone sigh up for g workshift at the co - op where - PRON - live anc á - PRON - do not wented to work the switchboard. - PRON - become vert anglu. á - PRON - havr metion early that - PRON - went em need the á workshift to - PRON - so - PRON - do not sign up.
4|feel unale to preseve one ' s idea anc ambition ase innocent á as - PRON - be wnen - PRON - ba Young.
1|- PRON - last genetice midterm - ein desent glad.
5|- PRON - gou ot eat at - PRON - annt ' s hourse and - PRON - serve maccarroni wit a á horrible appearence. - PRON - fee the sensation above. the bag be á thet - PRON - be practically oblige to eight.
6|- PRON - dh dont'n tall - PRON - parent taht - PRON - be go to Sofia. - PRON - tell - PRON - á thate - PRON - be go tj de seminar. - PRON - mother knaw thah - PRON - be lie but á - PRON - did not stop - PRON -.
4|- PRON - sone live in there cuontry. - PRON - fails sadness ehn - PRON - see other á havt walk witch - PRON - child.
4|when - PRON - mother be prove whit suffer from al ery serious desease.
1|fiand ouf thas the girl - PRON - love love - PRON -, tooo.
3|[ now response. ]
1|always when - PRON - de weel succeded.
4|when - PRON - friend (firl) goto abroad form two years.
5|hear some postgraduate studend talk about grils be á unsiutable yto to medicine.
3|- PRON - father's and - PRON - had an argument Beacuse - PRON - do not halp enoung at á hme.
5|onse again, - PRON - life partner come bach hoome drunk at mitnight.
7|- PRON - breke off with - PRON - partner at - PRON - wanted - PRON - as e friend em not á has a lover. - PRON - react very violently and - PRON - feel gulty as - PRON - á have mack - PRON - soon desperately unhapy.
2|the lasr time - PRON - fell - PRON - be whea - PRON - de komming home later at night.
2|take a trip to crocokile CONTRY - PRON - fell aou 0f the boat and be á remotivate by fear of br eat's to perform great swiminig feat.
7|one of - PRON - pupile escap from school to thel street.
4|a frisnd tell - PRON - cabout - PRON - cousin wh be - PRON - girlfriend. - PRON - say á - PRON - have treate - PRON - in a mean andave nasty way. - PRON - be surpresed á because in front fot other pelple - PRON - have's [[alway treat - PRON - in a á friendly way. - PRON - be very sad about - PRON -.
3|- PRON - boy - frined home houm leate onte nitgh without have tell - PRON - á about - PRON - befroe.
6|- PRON - bee ashamed when - PRON - BF go rto sit with anouther firl á whe - PRON - invaite - PRON - too comm to watch Drama festival.
4|- PRON - had drink a couple iof beber and - PRON - fiancée get ungry ata - PRON -.
1|wuent in the en of e semester - PRON - gut thre approval in a metter taht á - PRON - judge very difficult.
1|- PRON - ecperience - PRON - whne - PRON - be accepted a tthe Madical Higher á Institute.
7|incomprehension and repression towrds am child ' s behaviour, á commonly net accept, anso make thirty childs cry.
2|whatc a horror film.
3|when - PRON - frienden, as usual, forgert thre toliet as haum for am á performance. - PRON - mess - PRON -.
4|enrol át varsity, ba tell - PRON - could hot get ein to certain á papaers.
6|wnen - PRON - de not im a position ot [[controled - PRON -. - PRON - have say To á mucho and haven be cruel with n'º other tan - PRON - mother.
2|whev - PRON - get into tje tube or the trai without pai fro the á ticket.
3|[[whe ond taecher unjustly give - PRON - zero ne de test say hed - PRON - á be crib.
1|whet - PRON - comeing agaion in contract with are girl - PRON - like verty much. anb á mosy important - PRON - alse like - PRON -.
5|- PRON - Brohter catch s spider END letted - PRON - frog eath - PRON -.
3|- PRON - have arrange with a friend to go with - PRON - to Carinthia by care. á - PRON - have arrange a place were to meet. - PRON - by a bit lat and - PRON - á friend have leave aleady. - PRON - have no money tto go by traain. - PRON - nearly á start to cry because - PRON - be soooo angry - - PRON - ne very impotants for á - PRON - to go to Carinthia.
6|not go - PRON - shareing of the hork for the house job's.
3|- PRON - getn angry ay I fridend ok - PRON - whom - PRON - cath reade - PRON - netbook á (almanach ).
6|when - PRON - relise that - PRON - have become tou emotionally involve with á the person - PRON - bed go out wirh, ana when - PRON - begin to like someone á alse and quesion wheaher - PRON - really carry about person - PRON - be wwith.
2|- PRON - fo note du well in one of da subject last therm. - PRON - br á afraid that - PRON - woult fail. - PRON - result be a grade d, tough - PRON - be á not good - PRON - stel pass. - PRON - feel more comfortable dan.
4|a close Frind die.
7|the taim - PRON - be im socendary schoole duiring the holiday - PRON - apear á to - PRON - father white heavily drunk nd - PRON - talk nonsense [[ilke in á some short of carefree.
4|- PRON - ask a gairl out ond a data and - PRON - said n.
5|a friend ahv as quarrel with the mother ot - PRON - boyfriend because á - PRON - dnd - PRON - friend decide ta go am leav toghther. - PRON - need á money for removal, then - PRON - make as great afford to reconcile.
2|find aout uin - PRON - lecture That a doctor can meke misdiagnose á beacause of ignorance jn neuropsychology.
3|bem insult in fron or - PRON - parent, and - PRON - abelieve order á peopele (thouse insult - PRON - ).
4|- PRON - be all ok trhe sudden sad wehn - PRON - hear that - PRON - cousi who á usually pay eschool fee have passe oway aftter a berry short á ilness.
3|one of - PRON - first boyfriend get mad ao - PRON - because's and long of - PRON - á cloes friens be guy cndy - PRON - do not vont - PRON - ot see - PRON - anymore á because - PRON - be jalous.
3|be slander buying friend.
4|- PRON - cat die from an illnes. - PRON - how be with - PRON - for 7 year. á - PRON - be aa loveley cat. - PRON - have be ill fao ong or two weak and á the veterinary surgeon have tall - PRON - thay - PRON - br die.
2|- PRON - got frieend lift school resently. the nexy day thi weahther á turn bad suddenly and the male class - mate turn oof the á light. - PRON - ramain on theath table and ba scared.
2|wile cycle inn thez country, - PRON - come across a large heard iof á cow.
7|whene - PRON - be play, - PRON - hurted - PRON - littele sister, bur torwards - PRON - á Mather - PRON - did dont'n admit thai - PRON - be - PRON - foult.
2|- PRON - be Thing about death, the eternal ar - PRON -, the unknown, the á sense or ne there. ofthen, lay in bed in the dark atch quiete, á the fear [[meked - PRON - feel dizzi.
7|- PRON - encourage - PRON - nrother so play footebol and - PRON - be hurted while á play de gam.
1|when am study tour get confrim, - PRON - be happyes are zhe time till á the tour begain.
2|when - PRON - come homr late ons dayl. - PRON - be afried - PRON - would bem shouts ate á bu - PRON - parent.
4|whet - PRON - by eat yaers old - PRON - fathers be rum over by a car. whet á - PRON - se - PRON - body - PRON - me sad beyond world.
5|- PRON - readed a newspaper report that am little boy de forse tou look á whih - PRON - sister be rape.
4|whem - PRON - sister leave home too. gp and leva with - PRON - husbaud.
5|- PRON - hate hypocrisy. - PRON - Frind (girl) trial to intrude itno - PRON - á affair mith - PRON - futrute Hausband. after that - PRON - behave are ir á nathing have happend.
5|- PRON - be present wuent - PRON - filnd an shope - skipper daed in - PRON - shope. á - PRON - have [[bi shoot witch a shortgun at close range.
7|when - PRON - tke a small boy ' S share ol choclale. - PRON - by - PRON - guest á add saw have [[bi give I larged share of de sweet.
3|- PRON - employer tek too many aspirin for g badly bake and elso drank á an enomous amount of spirit. this de dangerous andn - PRON - do á not understand that - PRON - have DON thing wrong.
1|when - PRON - meet old last pupile of mind - and find - PRON - be all to á well - - PRON - feeled joy. yesterday - PRON - mmet a young woman (20:00 yrs) - PRON - have á teach - PRON - at 6 yrs, then im 12 yrs and have not see - PRON - for last á 15 - 4 years'; - PRON - be no long a waitress but a meter maid for á Council.
3|whon - PRON - tennis much be interupt beause a kid cycle right á into ghe court.
4|- PRON - run an race for the CAL track team ans - PRON - do terribly and then á the coach say that - PRON - shoulg sit out for thr season. - PRON - feel á [[realy sads because - PRON - be not ge fo be able to run. - PRON - be á something - PRON - alwayes have do and now - PRON - could not wo - PRON - anymore.
3|- PRON - experience yoll'll when ony of - PRON - fridend reporte fot the á Headmaster thai - PRON - have go out for beer, whilst THER information á be not true at all. sooo - PRON - heva to fight the friend befire the á Headmaster.
1|"a godd friend, the waif of the vicar of - PRON - church mome up you. - PRON - á from theath pew (- PRON - be in the choir) ahd shake - PRON - hand during e á time vor an informal \ greeting \ "" EN the church service. - PRON - stay a á"
3|wnen and friend would not's speak to - PRON - h would not tell - PRON - way.
3|- PRON - feel anger whn in the end of are telephone call, a good friend á telll - PRON - that - PRON - wuld fo to travel next yeard with another good á freinds. - PRON - could not talking this aout.
6|when - PRON - friend be ruge to as firl.
6|- PRON - did bad on a test - PRON - du n't study fao.
6|feel inadecquate in aa group situation, be unable to conveny á - PRON - own [[thougth ou filling.
2|wenn - PRON - bem on at cave excursion with friend, - PRON - suddnellly lost - PRON - á ahdn bee afraided of lose - PRON - whay in th? cave.
5|then a fried of ine ge drunk h sart to blame &amp scorn - PRON - á other friend and - PRON -.
1|[[whe - PRON - be accepte as aa studante of psychology here at á Gutttenburg.
2|a rainy day, - PRON - be cyle downhill and de car dor suddenly á open and whih truy ton avoid - PRON - the back wheel og - PRON - bike á ge catch in the team track. - PRON - somersault buth have no á injury.
2|- PRON - staying alone in thet dark in night is.... dthe mounting, wait for á - PRON - uncle. - PRON - remenber that - PRON - take a beig estone an - PRON - calm - PRON -.
4|when - PRON - noticed thai - PRON - do meni thinks to tie pregiudice ok - PRON -.
1|go por Chico to visit a Frind.
5|- PRON - meet thire druink boy, almost childe, - PRON - dou not look's like á nomal people.
7|once, - PRON - accidently injure as boy EN tthe eye abd - PRON - almost loose á - PRON -.
3|when - PRON - brother - iin - law ' s brother stole - PRON - clothe when - PRON - á brotrher - in - lar and - PRON - hava do so cute wood four the free.
2|- PRON - go home all alone from a restaurant. - PRON - te dark, - PRON - go very á fast. behaind - PRON -, where ne soom drunk Mom who shout and - PRON -. by á chance, - PRON - meeto some tren who accompagny - PRON -.
6|- PRON - br severely reprimand foa g trivial offence in frot of á member of - PRON - peer grupo white still at shchool.
7|[ - PRON - can not remember anithing in partcular. what - PRON - csn remider á be feeling of have go og said something wichi then havr á negtive consequence. ]
1|- PRON - be when a friend takl - PRON - to am plece anc given - PRON - as la gift - PRON - á astrologycal mop vhit They explanation of a physichologist.
1|wehn - PRON - fand oput - PRON - have pass alla oft - PRON - university exam.
4|when - PRON - see - PRON - niecie (5 yrs) cry in th hallway fgor - PRON - morther á wh ave past away about de monthe ago.
3|soon - PRON - unfaire report.
1|when india wind the Prudential cup by beach West - Indies in the á finel match and become the world kricket champion. West - Indies á be the strong f the eight contriy whicch participate ib á the campctition.
1|the birth iof - PRON - chil.
5|wnen - PRON - brothes promess - PRON - money but - PRON - fail ton fulfille the á promese.
5|- PRON - fiand outr accidentaly taht while - PRON - uncil se away in Canada, - PRON - á aunt have be ben a young man in am regualr basis.
6|one''s - PRON - ansure - PRON - fther rudely.
4|- PRON - friend be pragnent, doh lose - PRON - chirld durning then second á month. - PRON - fo to Sea - PRON - tt hospital - - PRON - be cry. - PRON - fee á very Sorry for - PRON -.
5|the same even descript ander FEAR - on ttt buss and man sit beside á - PRON -, with - PRON - trousers open sna hold - PRON - penis.
7|- PRON - feal this feeling mosy often befour - PRON - nt befour the other. á - PRON - outside [[bi iron bat acttually - PRON - be waste way.
6|afer al party - PRON - spend the nighgt with a frends. - PRON - both be á drunk, te morning bed disillusioning. ein friend se - PRON - leave á the room un - PRON - eel shabby and immoral.
6|whet - PRON - be 13 yers old - PRON - write passionate vove leader trto - PRON - á boyfreand and - PRON - later finf aou that - PRON - sister vave reade - PRON -.
2|fien uot thata - PRON - healty conditions may be against - PRON - attend á university lecture.
5|when - PRON - br rear a book. - PRON - have nothin rto do with tho book á - PRON - but wihte thes disagreable smell off the page ow thel book.
1|[ - PRON - be joyfull to ne alive ecery naiht. ]
6|when - PRON - drop o botal EN the stat liquor store and everyboby á starter laugh.
2|one embark no University LIVE. - PRON - come froma a different city and á do not know anybody at thw Uni. - PRON - be frightened because - PRON - mell á know and love friend, olsos All - PRON - security have he take á oway.
2|one whev - PRON - crosse the stress, and we nearly trample by a car.
2|one camping nine, - PRON - listen tj thwe gost sory till by - PRON - á classmate.
1|- PRON - class win against another classe tn a football much.
1|when - PRON - be saticsfied wtih something, whin - PRON - achive something á - PRON - [[hve strice to.
6|[ no responce. ]
5|- PRON - fails - PRON - today when tle bas drive shout rather indecent word á im a men without anny reason whatsoever.
3|unjust punisment of and frieds of - PRON -.
4|wuent - PRON - dog dies.
6|not brave enough de tiake up e challenge in a group discussion.
2|when - PRON - bee lookm fol de job - PRON - feel a lof af fear by the fear á be great Whend - PRON - fined - PRON -.
1|- PRON - hapy as veryy pleasants conversation with one of - PRON - friend.
2|when - PRON - de hitch - hiking and - PRON - giong [[whit a man hwo dirive lake a á madman.
3|when - PRON - see a mom hit a child of 2 eyar withou any consideration, á simplx bacause the child fave we lean agaisnt a window.
1|when - PRON - past - PRON - MSCE Exams and bee select go go de coollege.
6|- PRON - lose - PRON - temper ate - PRON - mouth whih - PRON - by teacher - PRON -. - PRON - fill á ashamed un sorry un hapy hurt - PRON - lowe mother.
4|- PRON - recevie tha middle - therm exam PAPEL of one or - PRON - majory subgect á and - PRON - finde wath - PRON - have fail - PRON -.
4|- PRON - have be lived in at overseas city and make the decision to á leaves the city and mome home about 12 month before - PRON - meet a whole á news set of friens, lave - PRON - at the airport be saddly and á traumatic as - PRON - have help - PRON - in many way and - PRON - know - PRON - á would dont'n see many of - PRON - agaign.
1|- PRON - feed hape whev - PRON - receive tht lettler tell - PRON - that - PRON - hafe á be admmit to se university.
6|- PRON - insult she gilr to whome - PRON - hava propose whn - PRON - Trun - PRON - á done.
2|- PRON - havy be dring wwith a pal An - PRON - laer (1 o ' clock) havea ein date á with - PRON - fiancee. - PRON - be go to a Spanish leason AN - PRON - be á afraid that - PRON - would smell that - PRON - have be drink.
4|- PRON - mother be unwell andd go far many cancer tastes. - PRON - spend á time em hospital se open end close mnay taim.
7|- PRON - go to a friend ' s baptism us - PRON - become ein Christian after - PRON - á and - PRON - relise that - PRON - be mare enthusastic aobut - PRON - spiritual á life than - PRON - be. when - PRON - be wilt - PRON - brother and sister of á Christ - PRON - have a guilty feeding which could bot be dismiss á eaily. when pepole ask - PRON - as to when - PRON - would be baptise - PRON - á guilt feeling deepen.
4|whet - PRON - fail a test ona - PRON - primiary school. - PRON - be the int grate 7th á aund - PRON - we cabout to take the main exam.
7|- PRON - mother tell - PRON - that de enveloppe thant - PRON - ahv be tear (- PRON - á have tear the stamp awawy) an good faith hawe de the first - day á enveloppe whihc - PRON - father have collect as I young man.
2|- PRON - girlfriend und - PRON - sleep in a loney hut (- PRON - have druink alcohol ). á suddenly soma soil fall on - PRON -, tehn soma water. although - PRON - try á hard, - PRON - could nit fiand out the because.
4|- PRON - nephew ' is mother just leave 1one day (- PRON - brother um - PRON - te á noct marry ). - PRON - nephiw, Anthony, be shak. - PRON - he saddly for - PRON - á because a similar situation heppens to - PRON -.
5|- PRON - habe be forse tm get together woth strange and disgusting á calssmate. the thing - PRON - talk about disgust - PRON - and meke á - PRON - feel ill at ease. - PRON - know that - PRON - would feel unhapy iff - PRON - á stay there but - PRON - ba defeat by de social norm.
6|''m poorly ona an examen that - PRON - thihk - PRON - should do WEL.
3|when e very closed fremd with whom - PRON - had a vary intimate and á bodily relationship (- PRON - have a gorlfrind) start to avoide - PRON - and á do no want too talk to - PRON - eany more.
5|hear of de filthy situatian over the phone.
2|whet - PRON - brother be very late in arriving hom foom work.
3|when - PRON - dget low marked is.... B. Sc final.
2|the day - PRON - parent be envolved in a care accident and have tu be á operate AND befire the operation the doctor saying that - PRON - br á mater iof life o deafh.
7|when - PRON - acccept a alunch invatiation from g past male friend.
6|- PRON - think - PRON - hamve taked a desicion bout - PRON - hesiate.
7|a friend be do to comme ste the weeend sith - PRON -, but á smoething com p and - PRON - cancel out jn - PRON -.
5|the behavious of people spit evrywhere.
2|- PRON - be on - PRON - surf ski. rather large wave yo strong current á separate - PRON - from - PRON - skiing anc - PRON - both begin to drift slowly á (actually rather fastly) away to sea. the direction - PRON - be á drift in be take - PRON - straight over a reef on which farther á large shark be constanly be catch. (- PRON - b aline with no á one fo helpl - PRON - ).
1|wuent - PRON - be select vor high eductaion, i. e grade seven yto formi.
5|can not remember hane have this filling.
7|when - PRON - still go to primary - school, - PRON - go on a ski - trips with - PRON - á family. after skai - PRON - go ton a restaurant for lunch. suddenly á - PRON - father soy that - PRON - fave forget something in the car. - PRON - á give - PRON - the key and ask - PRON - to go and get - PRON -. - PRON - have difficulty á whin Athe key which be already bent. - PRON - ask - PRON - mother to help á - PRON -. when - PRON - try to turn the key - PRON - break. - PRON - have now second á key. - PRON - mother be blame for all that and - PRON - does n't say a word.
4|when the mother lf a gold friend fi - PRON - die.
1|eat biscuit and drink Milo (chocolate energy drink maek á witho milk and usually drung warm) with - PRON - Freind at College. - PRON - á get on really welI, do not withold any feeling about ich other ' s á freind and be pretty good at cheer earch other p when - PRON - br á homesick.
3|- PRON - hafe s situation ar responsibility an emplyoee who have a hobbit of á be late, come leat again aftter promise to say - PRON - would be at á woork in a few ment, then arrive 3 hour leater. - PRON - have be á drink.
5|when - PRON - be watch e movie withi namy violent episode. - PRON - á accurately shows thre cuting or corpse, ete. ..
1|the birth off - PRON - draugster.
4|when - PRON - mother be wew seik e almost die.
2|- PRON - broither lose - PRON - temper and stat smash thinks In the á house. - PRON - be quit scared, that someting terribe may happen, á till 5the sutiation se bring under control.
2|- PRON - by afraid berofe an exam ar colloquium.
1|whan - PRON - given bith to a childreen ahdn see that - PRON - be normal then - PRON - á b rut gainst - PRON - breast.
4|ance - PRON - firend and - PRON - get into into al hot disscution on a very á controversial topic. at one point of thwe argument - PRON - disagree á wwith - PRON - totally and - PRON - take what - PRON - be say as a insult. so á - PRON - counter - argue en unknowingly hurt - PRON - emotionally, - PRON - feel very á said about this.
6|there bè e timt wen - PRON - romm look terribly undity; jast t á that time - PRON - aunt come to see - PRON -; fortunately - PRON - could prevend - PRON - á from enter the romm.
1|fined out tha the persion - PRON - love undestant - PRON -.
1|aftter intercourse.
2|- PRON - wonder but mistaked into the safety zone of s shoting range, á and be Shot at.
7|- PRON - go tio a pub was a goup of friend (not vwry close) anhd á - PRON - bem with uno gilr most ofo the time, while the other girl in the á group want to be with - PRON -. - PRON - stop talk to the girl - PRON - á b with.
2|then - PRON - see Russian roulette On tv. (obviously the movies \ beers á
5|a saturday night aa buss fall of drunken people.
6|- PRON - telle mr Winter oof Downtown Fashion o goes to - when - PRON - dh not á accpt - PRON - Visa!
2|whn - PRON - meet an elephant iin the brush.
1|when - PRON - get acccept wuith CAL.
1|wen - PRON - find ou that the girle, whis whome - PRON - bem in ljve, love - PRON - á too.
5|once whene - PRON - se study ofr - PRON - examinatiom, - PRON - be asker to don á some werk witch be unavoidable.
2|- PRON - be not prepare for their exam but - PRON - what to Sheep the night á befour the examen.
4|- PRON - favoorite hours dies. - PRON - hamve try - PRON - gool to salve - PRON -, put á - PRON - me hopeless, - PRON - have go bè shoot.
5|- PRON - we disgust tu descover that - PRON - girlfriend of few weak te á already fool around with auther guy. - PRON - bè disappointe us á the gay be a rogue and - PRON - respect - PRON - girlfriend.
3|mad dat - PRON - pops.
5|- PRON - MEU - PRON - good friend ' s husband whis la prostitue.
5|on as trip abroad, a lady - like menber fi - PRON - group tuen out too á be an alcooholic. - PRON - spoil many day 0f - PRON - holiday Bacause lf á - PRON - behaviour [[ann paranoia.
6|criticize in fromt iof the class.
1|- PRON - meet g fireand - PRON - have not see fpr a long tme one the steet.
7|once after fall in love, - PRON - imagine that partcular gire to by á perfect ana completely overshadow - PRON - girlfirend. afterwards - PRON - á realize that this image [[bi not objective. - PRON - feel guity agains't á booth gyrl.
7|against dthe will nand withaut the approval ol - PRON - parent - PRON - goin á of a few dsy to - PRON - boyfriend in germeny.
7|- PRON - ofren feel guity, and - PRON - have wo go with other people, e. g. f á - PRON - have not visit - PRON - orl relativ fol de whih.
5|whne - PRON - nearly wall om g blindworm and then see - PRON - crawl way.
3|- PRON - br angary with a person hwo behave terribly t e boll á offend - PRON - relative.
1|when - PRON - entre alt the University.
3|- PRON - car have me town away by that traffi poli because - PRON - hanve á br wrongly park. however yhe sige hive be put up only after á - PRON - have already park.
1|- PRON - realeze thd girl like toa bè with - PRON -.
6|- PRON - fall down in che pus ehn - PRON - breaks sunddently [[ann everybady á start look at - PRON -.
2|when - PRON - hare go for a boxe tournament which ende at 2 o ' clock á in the morninh. - PRON - be alone on - PRON - why back, and - PRON - could hair the á barking of the dog, the nocturnal animal and the sound on - PRON - á own footstep. there have be a rumour circulate that there á bed gost iin that area.
5|- PRON - happen to see two boy fight, one 0f - PRON - fall down anb á hurt - PRON - hear. then ether one used thid tood spank thwe head of the boy on then ground.
7|a few day back a friend ofo mine have ask - PRON - to call on - PRON - on á Sunday. - PRON - havr accept - PRON - butm later do nit go for no specific á reason. - PRON - jast sleep in - PRON - room. the next day this friend call á - PRON - up and tell - PRON - that - PRON - have be expect - PRON - the day before and á - PRON - wife have prepare a wew good lunch for - PRON -, hich have go á wast. - PRON - feel very bad about this incident and - PRON - have me á grow in - PRON - heart never since.
4|when - PRON - grandfatehr dies.
7|"- PRON - feelt guilty whem - PRON - \ still \ "" tie BF of ein frend of - PRON -. """
3|a girl - PRON - bè with go off with anoter gat.
3|be mke to lool liake a fool by a girl.
6|- PRON - boyfriend hava drung tooo much and best - PRON -. whin - PRON - have to shou á thwe letter ths door, which bed almos crash, - PRON - feel ashamed.
7|ehn - PRON - be not abble take fullfile any reuquest of - PRON - son - can not take á - PRON - out fot rade - PRON - bike, bececause - PRON - bem tired.
3|- PRON - had study for almost oen week for - PRON - physiscs - examination. á with difficulty - PRON - passed the examn. - PRON - be abnry about the teacher á anb als adout - PRON - because - PRON - have not remember enough during á hte examn and because the time that - PRON - spend study be waiste.
4|as womman - PRON - know be slowly de from cancer. observe this á procces mak - PRON - saddly.
7|when - PRON - tell - PRON - boy - friend, who loveli - PRON - very moch, tkat - PRON - want á to put an endding to - PRON - relacionship. a loog time before - PRON - tell - PRON - á that abd also a long time after that - PRON - felt guity, because - PRON - have á hurt - PRON - so mush.
1|whin - PRON - hanve an anticipatory huney - moon eith - PRON - fiancte.
5|the sight of vomit or e street.
2|ot applicable t - PRON -.
7|- PRON - having know the girl for a fill month wuent - PRON - propose to - PRON - and this á put an edn TO - PRON - friendlyship, as from thne on - PRON - start á withdraw frorm each other. - PRON - liku - PRON - very mauch.
5|- PRON - be disgust when - PRON - broither br arrest 'couse of stolen á moeny.
7|- PRON - call off o relationship width on giril so - PRON - could sae another.
5|whin - PRON - Sea hundret of snake twist over one another hs la á movie.
1|that se what - PRON - feel wheh - PRON - be finnally accept in the bulgarian á Conservatory after - PRON - hive applly ein cuuple for year.
6|immediately after the New Year holiday - PRON - happend to visit a á party where three ba ein lot of alcohol and - PRON - become drung. on thwe á next day - PRON - feel sort of ashamed when - PRON - remider wahat - PRON - have stay á and do on the night bevor.
1|un the pre - university, - PRON - te appreciate a un exemplary á studen ba - PRON - pricipal. this be somenting which mae - PRON - feel á ery happy.
7|during 7rd grade - PRON - class mob de Female THEACHER so badly that á - PRON - hae e breackdown and we hospitalize.
2|listn to horrot sotry at night.
7|- PRON - arrive can hr late for en important meeting (- PRON - have á missunderstood de timt ).
5|- PRON - see someone That - PRON - think - PRON - no repeatedly druink. - PRON - wo not á likely to we aroud alcooholic.
